City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,katoro,-3.0203,31.8958,17.53,90,66,0.63,TZ,1706999038
283,lazaro cardenas,17.9583,-102.2,27.57,58,0,5.11,MX,1706999025
284,pugachev,52.0133,48.8025,-7.88,95,81,4.43,RU,1706999040
285,minas de marcona,-15.2119,-75.1103,21.2,74,74,4.99,PE,1706999040
286,petauke,-14.2426,31.3253,18.45,89,28,2.03,ZM,1706999041
287,jincheng,35.5022,112.8328,-5.05,95,100,0.31,CN,1706999041
288,kunyang,27.6658,120.5658,9.22,89,100,1.96,CN,1706999042
289,flying fish cove,-10.4217,105.6791,22.82,100,78,0.0,CX,1706999042
290,codrington,-38.2667,141.9667,20.07,55,0,2.75,AU,1706999044
291,sakakah,29.9697,40.2064,7.76,57,1,1.26,SA,1706999044
292,pesqueira,-8.3578,-36.6964,26.24,54,94,7.54,BR,1706999044
293,sligo,54.2697,-8.4694,8.16,75,100,5.11,IE,1706999045
294,masinigudi,11.5667,76.6667,18.42,87,68,1.4,IN,1706999045
295,terespol,52.0755,23.6161,6.11,78,76,8.6,PL,1706999046
296,basco,20.4487,121.9702,24.29,88,0,7.65,PH,1706999046
297,acarau,-2.8856,-40.12,27.37,81,89,6.46,BR,1706999047
298,kiunga,-6.1219,141.2906,23.83,98,99,1.15,PG,1706999050
299,afaahiti,-17.75,-149.2833,29.93,76,61,3.48,PF,1706999057
300,hamilton,39.1834,-84.5333,10.4,62,0,5.66,US,1706999037
301,huadian,42.9633,126.7478,-27.51,100,77,0.1,CN,1706999067
302,farah,32.5,62.5,3.56,41,0,2.27,AF,1706999069
303,hadibu,12.65,54.0333,23.95,81,16,3.58,YE,1706999070
304,n'zeto,-7.2312,12.8666,27.42,83,97,2.01,AO,1706999070
305,cadillac,44.2519,-85.4012,3.77,66,0,0.28,US,1706999071
306,khilok,51.3674,110.4676,-22.89,98,60,1.25,RU,1706999071
307,xining,36.6167,101.7667,-11.53,82,80,1.25,CN,1706998916
308,pompeu,-19.2244,-44.9353,23.17,72,100,1.86,BR,1706999077
309,stephenville,32.2207,-98.2023,18.85,34,0,5.14,US,1706999082
310,charters towers,-20.1,146.2667,25.54,71,100,5.05,AU,1706999084
311,mil'kovo,55.6078,37.7956,-1.44,90,100,3.76,RU,1706999085
312,san angelo,31.4638,-100.437,18.3,28,75,13.89,US,1706999086
313,piti village,13.4626,144.6933,26.49,85,40,7.2,GU,1706999086
314,san patricio,28.017,-97.5169,25.97,40,0,6.41,US,1706999087
315,redencao,-4.2258,-38.7306,24.42,90,53,1.44,BR,1706999087
316,port hedland,-20.3167,118.5667,28.03,83,100,8.75,AU,1706999087
317,koidu,8.4167,-10.8333,24.82,39,5,1.07,SL,1706999088
318,san julian,21.0167,-102.1667,20.66,19,0,9.33,MX,1706999088
319,sao jose de piranhas,-7.1206,-38.5019,28.05,52,87,1.77,BR,1706999088
320,alofi,-19.0595,-169.9187,30.94,70,100,4.63,NU,1706999089
321,pokaran,26.9167,71.9167,17.31,72,100,2.61,IN,1706999089
322,chapaev,50.2,51.1667,-2.98,89,92,5.87,KZ,1706999090
323,usogorsk,63.4106,48.6872,-7.96,95,99,3.44,RU,1706998756
324,kirensk,57.7853,108.1119,-31.69,100,55,0.45,RU,1706999091
325,muroto-misakicho,33.2833,134.15,9.27,86,100,6.82,JP,1706999091
326,kimbe,-5.5502,150.1429,27.9,80,35,1.08,PG,1706999092
327,boysun,38.2061,67.1986,-2.32,95,99,2.46,UZ,1706999092
328,kuta,-8.7233,115.1723,26.97,83,75,2.68,ID,1706999092
329,atlantic,39.4668,-74.6663,6.82,69,0,2.06,US,1706999093
330,santiago de cao,-7.9589,-79.2392,24.07,83,75,3.6,PE,1706999093
331,susuman,62.7833,148.1667,-28.9,99,100,1.34,RU,1706999093
332,nikolayevsk-on-amure,53.1406,140.73,-24.53,99,71,1.85,RU,1706999094
333,kavieng,-2.5744,150.7967,28.69,76,61,1.6,PG,1706999094
334,hotan,37.0997,79.9269,-4.96,83,97,0.71,CN,1706999094
335,sao jose da coroa grande,-8.8978,-35.1478,26.74,78,27,3.2,BR,1706999095
336,skelleftea,64.7507,20.9528,-0.56,99,100,5.66,SE,1706999095
337,masallatah,32.6167,14.0,12.19,66,45,3.25,LY,1706999095
338,las palmas,28.4204,-14.0131,16.44,68,0,4.12,ES,1706999096
339,port saint john's,-31.6229,29.5448,22.91,86,95,4.37,ZA,1706999096
340,vacha,55.8008,42.7706,-10.58,97,100,2.78,RU,1706999096
341,vorkuta,67.5,64.0,-22.19,97,68,2.06,RU,1706999097
342,kokuy,52.2037,117.5529,-32.75,100,60,0.35,RU,1706999097
343,amga,60.8953,131.9608,-33.29,100,100,0.61,RU,1706999097
344,slavicin,49.088,17.8735,8.68,91,100,4.04,CZ,1706999098
345,bengkulu,-3.8004,102.2655,23.97,90,100,2.19,ID,1706999098
346,cho dok,10.7,105.1167,21.3,90,19,1.86,VN,1706999099
347,barcelos,41.5388,-8.6151,13.84,80,26,1.16,PT,1706999099
348,yaren,-0.5472,166.916,29.1,75,100,6.34,NR,1706999099
349,pasighat,28.0667,95.3333,10.77,65,32,1.92,IN,1706999100
350,shirwal,18.1333,73.9833,22.53,40,8,0.37,IN,1706999100
351,myrhorod,49.9685,33.6089,4.56,91,100,7.61,UA,1706999101
352,kuching,1.55,110.3333,27.23,95,40,1.03,MY,1706998910
353,grand baie,-20.0182,57.5802,25.26,79,83,0.89,MU,1706999102
354,pocone,-16.2567,-56.6228,28.21,56,100,4.31,BR,1706999102
355,nyurba,63.2842,118.3319,-24.71,91,95,3.38,RU,1706999103
356,breves,-1.6822,-50.4803,25.22,91,17,1.44,BR,1706999103
357,remire-montjoly,4.9167,-52.2667,28.02,83,20,3.6,GF,1706999104
358,howrah,22.5892,88.3103,18.0,88,0,1.54,IN,1706999104
359,lata,40.1629,-8.3327,11.07,84,27,1.05,PT,1706999104
360,kambar,27.5868,68.001,14.88,75,98,3.41,PK,1706999105
361,pyhajarvi,67.0701,27.2176,-12.27,98,60,2.3,FI,1706999105
362,nyuzen,36.9333,137.5,2.96,79,100,3.04,JP,1706999106
363,souda,35.4844,24.0744,7.63,87,20,1.54,GR,1706999106
364,katsuren-haebaru,26.3369,127.8719,21.43,95,100,2.57,JP,1706999107
365,arkhara,49.4212,130.0842,-29.57,100,38,0.45,RU,1706999107
366,mount pearl,47.5166,-52.7813,-1.63,89,100,8.23,CA,1706999107
367,lerwick,60.1545,-1.1494,6.0,86,100,13.55,GB,1706999108
368,meadow lake,34.8014,-106.5436,9.91,28,17,13.76,US,1706999108
369,mirnyy,62.5353,113.9611,-31.95,99,22,1.81,RU,1706998864
370,jequitinhonha,-16.4339,-41.0033,24.28,83,93,1.33,BR,1706999109
371,cabo san lucas,22.8909,-109.9124,25.34,52,0,6.17,MX,1706998940
372,norman gardens,-23.3224,150.5393,26.29,74,4,3.6,AU,1706999110
373,ridder,50.355,83.5133,-12.91,84,94,2.83,KZ,1706999111
374,freetown,8.484,-13.2299,27.84,78,0,4.63,SL,1706999111
375,vytegra,61.0064,36.4481,-6.47,90,100,3.13,RU,1706999111
376,palapye,-22.546,27.1251,22.28,49,33,2.75,BW,1706999112
377,kulhudhuffushi,6.6221,73.07,27.83,76,100,5.5,MV,1706999112
378,siracusa,37.0881,15.2792,10.44,55,0,2.92,IT,1706999113
379,rongelap,11.1635,166.8941,26.47,81,91,8.96,MH,1706999113
380,tomiya,38.3931,140.8861,-2.34,69,100,2.09,JP,1706999087
381,montecristo,8.2971,-74.4733,28.74,83,88,0.15,CO,1706999114
382,holualoa,19.6228,-155.9522,25.91,73,40,14.92,US,1706998802
383,balykshi,47.0667,51.8667,-2.0,86,40,7.0,KZ,1706999115
384,puerto leguizamo,-0.1934,-74.7819,24.11,98,100,0.57,CO,1706999115
385,waddan,29.1614,16.139,11.73,52,2,2.87,LY,1706999116
386,contamana,-7.3333,-75.0167,26.4,86,100,0.35,PE,1706999116
387,chicoana,-25.1009,-65.5331,31.14,51,46,0.6,AR,1706999117
388,union,40.6334,-74.2663,6.84,48,0,6.17,US,1706999117
389,tura,25.5198,90.2201,11.35,35,0,1.23,IN,1706999117
390,ust'-kulom,61.6864,53.6902,-11.18,93,100,3.61,RU,1706999118
391,sur,22.5667,59.5289,21.92,65,3,1.19,OM,1706999118
392,la'ie,21.6477,-157.9253,24.66,59,12,3.13,US,1706999119
393,anan,33.9167,134.65,4.88,87,75,7.72,JP,1706999119
394,veinticinco de mayo,-35.4323,-60.1727,36.03,16,75,8.48,AR,1706999119
395,dudinka,69.4058,86.1778,-14.07,94,100,5.36,RU,1706999097
396,plesetsk,62.708,40.2916,-12.4,94,73,3.58,RU,1706999120
397,kouroussa,10.65,-9.8833,27.03,18,0,1.39,GN,1706999121
398,tangalle,6.024,80.7911,23.09,91,96,2.41,LK,1706999121
399,atambua,-9.1061,124.8925,24.09,91,100,1.57,ID,1706999121
400,dzuunharaa,48.8523,106.4579,-18.66,85,100,1.61,MN,1706999122
401,egyek,47.6333,20.9,5.89,88,46,4.21,HU,1706999122
402,fort bragg,35.139,-79.006,12.12,47,0,2.57,US,1706999123
403,kalach,50.4258,41.0261,0.22,98,100,7.82,RU,1706999123
404,abong mbang,3.9833,13.1833,21.7,33,91,1.52,CM,1706999123
405,igarka,67.4667,86.5833,-13.04,96,100,3.69,RU,1706999124
406,callaway,30.153,-85.5699,18.35,55,0,6.17,US,1706999105
407,coquimbo,-29.9533,-71.3436,21.85,73,0,5.14,CL,1706999124
408,thanh hoa,19.8,105.7667,21.41,95,89,1.71,VN,1706999025
409,namibe,-15.1961,12.1522,25.09,88,98,3.43,AO,1706999125
410,colonia,50.9333,6.95,11.01,88,100,5.14,DE,1706998912
411,arraial do cabo,-22.9661,-42.0278,25.27,87,100,5.85,BR,1706999126
412,zin'kiv,50.2081,34.3638,3.94,96,100,7.38,UA,1706999126
413,loikaw,19.6742,97.2094,12.78,65,0,1.25,MM,1706999126
414,gopalpur,19.2667,84.9167,21.48,88,7,1.29,IN,1706999127
415,manali,13.1667,80.2667,25.05,77,30,2.58,IN,1706999127
416,borkum,53.5809,6.6915,7.75,91,97,8.2,DE,1706999128
417,panaba,21.2833,-88.2667,30.49,43,0,6.01,MX,1706999128
418,al jawf,29.5,38.75,9.07,53,0,2.72,SA,1706999128
419,novaya ladoga,60.1025,32.3019,0.47,94,100,4.53,RU,1706999129
420,thunder bay,48.4001,-89.3168,-1.01,80,0,3.6,CA,1706998836
421,port alfred,-33.5906,26.891,23.43,92,85,0.89,ZA,1706999129
422,frutigen,46.5878,7.6475,7.2,64,44,1.72,CH,1706999130
423,khulm,36.6974,67.6983,2.98,96,98,0.68,AF,1706999130
424,tuburan,6.6439,122.2736,24.05,79,24,1.12,PH,1706999130
425,alenquer,-1.9417,-54.7383,28.19,70,59,0.31,BR,1706999131
426,tughyl,47.7252,84.2063,-16.2,94,86,2.4,KZ,1706999131
427,abatskoye,56.2875,70.4555,-13.17,96,100,4.39,RU,1706999132
428,saint-imier,47.1528,6.9969,6.32,94,0,1.03,CH,1706999132
429,caleta de carquin,-11.0925,-77.6267,24.7,82,72,4.32,PE,1706999132
430,santyoku,37.4406,129.1708,3.29,86,94,3.39,KR,1706999133
431,ad dabbah,18.05,30.95,15.25,25,60,4.62,SD,1706999133
432,ivdel',60.6911,60.4206,-12.67,96,100,2.24,RU,1706999133
433,neiafu,-18.65,-173.9833,30.38,79,40,3.09,TO,1706999134
434,big bend,-26.8167,31.9333,24.05,83,42,0.0,SZ,1706999134
435,sao vicente,-23.9631,-46.3919,27.1,54,100,0.89,BR,1706999134
436,juneau,58.3019,-134.4197,-4.0,86,100,0.0,US,1706999046
437,tuensang,26.2833,94.8333,7.81,85,24,1.06,IN,1706999135
438,grand falls-windsor,48.9332,-55.6649,-3.61,91,100,3.13,CA,1706999135
439,kyzyl-mazhalyk,51.1333,90.6,-27.83,92,31,0.45,RU,1706999136
440,micheweni,-4.9667,39.8333,27.34,76,98,3.55,TZ,1706999136
441,ketchikan,55.3422,-131.6461,3.99,87,100,2.57,US,1706999136
442,midland,31.9974,-102.0779,17.37,24,0,12.35,US,1706999108
443,buka,40.8108,69.1986,1.85,78,100,0.27,UZ,1706999137
444,verkhnevilyuysk,63.4453,120.3167,-24.01,93,99,2.12,RU,1706999138
445,benito juarez,19.385,-99.165,24.91,9,0,6.17,MX,1706999109
446,ban karon,7.8477,98.2985,24.95,80,72,2.65,TH,1706999138
447,sinabang,2.4803,96.3801,25.74,86,100,3.77,ID,1706999139
448,vangaindrano,-23.35,47.6,23.22,87,89,1.65,MG,1706999139
449,ferkessedougou,9.6,-5.2,27.37,17,0,2.5,CI,1706999139
450,kaspiyskiy,45.3929,47.3707,0.45,87,99,5.42,RU,1706999140
451,nadi,-17.8,177.4167,31.0,62,40,1.03,FJ,1706999140
452,asosa,10.0667,34.5333,19.79,26,82,2.67,ET,1706999140
453,pacasmayo,-7.4006,-79.5714,26.45,71,92,5.39,PE,1706999141
454,mantua,45.1667,10.7833,7.83,74,72,1.51,IT,1706999141
455,korla,41.7597,86.1469,-7.19,85,45,1.51,CN,1706999136
456,viransehir,37.2353,39.7631,5.14,89,100,2.06,TR,1706999142
457,antonio enes,-16.2325,39.9086,25.72,87,40,2.5,MZ,1706999142
458,sattahip,12.6664,100.9007,29.43,89,20,3.09,TH,1706999142
459,robore,-18.3333,-59.75,31.79,38,87,3.01,BO,1706999143
460,dunda,-8.1167,34.25,18.65,97,100,1.15,TZ,1706999143
461,subtanjalla,-14.0189,-75.7581,28.01,53,95,6.92,PE,1706999143
462,worcester,42.3334,-71.8328,0.69,55,63,2.24,US,1706998810
463,oodweyne,9.4092,45.064,19.82,68,8,4.02,SO,1706999144
464,taltal,-25.4,-70.4833,22.17,72,24,2.33,CL,1706999144
465,funafuti,-8.5243,179.1942,30.0,79,75,7.2,TV,1706999145
466,pisco,-13.7,-76.2167,27.03,65,75,7.72,PE,1706999084
467,east ballina,-28.8667,153.5833,28.22,79,99,3.77,AU,1706999146
468,crane,31.3974,-102.3501,16.09,21,3,15.02,US,1706999146
469,xai-xai,-25.0519,33.6442,22.58,83,5,2.35,MZ,1706999146
470,bria,6.5423,21.9863,22.77,20,94,2.8,CF,1706999147
471,tongren,27.7172,109.1853,-1.49,94,100,1.49,CN,1706999148
472,kayar,14.9192,-17.1211,25.53,53,87,7.01,SN,1706999148
473,st. thomas,42.7736,-81.1804,2.91,73,2,0.47,CA,1706998977
474,maintirano,-18.0667,44.0167,26.9,82,26,2.07,MG,1706999149
475,souillac,-20.5167,57.5167,25.21,65,20,3.09,MU,1706999149
476,west bay,19.3667,-81.4167,26.04,65,20,3.6,KY,1706999149
477,paragominas,-2.9667,-47.4833,23.42,97,69,1.73,BR,1706999150
478,yuktae-dong,40.0247,128.1597,-1.53,79,98,1.57,KP,1706999150
479,gunnison,38.7,-107.0673,-3.38,79,100,4.32,US,1706999150
480,hammerfest,70.6634,23.6821,-3.75,80,75,3.6,NO,1706999151
481,sinjar,36.3209,41.8754,6.35,61,78,2.77,IQ,1706999151
482,anka,12.1138,5.9243,23.0,14,6,5.86,NG,1706999151
483,pitea,65.3172,21.4794,-1.95,89,78,4.74,SE,1706999152
484,santa cruz,-17.8,-63.1667,35.03,43,20,4.12,BO,1706999152
485,angaur state,6.906,134.13,27.46,80,90,10.32,PW,1706999152
486,st. paul,44.9444,-93.0933,4.51,70,0,3.6,US,1706999046
487,queenstown,-31.8976,26.8753,21.76,69,92,1.23,ZA,1706999153
488,sananduva,-27.9497,-51.8067,23.57,82,0,0.83,BR,1706999154
489,bikenibeu village,1.3673,173.1241,30.98,84,75,3.6,KI,1706999154
490,sukabumi,-6.9181,106.9267,24.22,96,100,0.63,ID,1706999154
491,harper,4.375,-7.7169,27.58,80,100,2.75,LR,1706999155
492,bardai,11.65,7.2333,19.59,16,4,5.93,NG,1706999155
493,rio grande,-32.035,-52.0986,27.06,77,82,5.82,BR,1706999155
494,shemgang,27.2169,90.6579,4.14,98,100,0.19,BT,1706999156
495,kargasok,59.0556,80.8572,-15.02,96,100,3.13,RU,1706999156
496,asau,46.4333,26.4,6.51,93,100,3.62,RO,1706999156
497,jardim do serido,-6.5844,-36.7744,30.4,47,83,8.1,BR,1706999157
498,itambe,-15.245,-40.6244,23.2,83,94,0.42,BR,1706999158
499,kismayo,-0.3582,42.5454,26.43,86,16,6.56,SO,1706999158
500,lahaina,20.8783,-156.6825,23.86,69,5,9.71,US,1706999159
501,ponzano,45.7154,12.2044,8.8,76,100,0.51,IT,1706999159
502,rambervillers,48.3424,6.6358,7.53,91,100,3.37,FR,1706999159
503,maturin,9.75,-63.1767,31.91,58,50,4.12,VE,1706998934
504,rabaul,-4.1967,152.1721,28.11,73,72,1.08,PG,1706999160
505,seguin,29.5688,-97.9647,23.22,43,40,7.2,US,1706999160
506,mwinilunga,-11.7358,24.4293,17.38,96,98,1.16,ZM,1706999161
507,betioky,-23.7167,44.3833,24.65,73,81,1.85,MG,1706999161
508,nioki,-2.7167,17.6833,24.22,79,100,0.13,CD,1706999162
509,newman,37.3138,-121.0208,14.19,69,99,1.34,US,1706999162
510,higashine,38.4389,140.4006,-1.79,92,100,1.42,JP,1706999162
511,san juan de uraba,8.7592,-76.5297,27.56,78,96,3.66,CO,1706999163
512,paoua,7.2427,16.4406,22.31,23,46,2.29,CF,1706999163
513,tostado,-29.232,-61.7692,41.44,14,35,4.48,AR,1706999163
514,kilinochchi,9.3961,80.3982,23.93,81,85,3.11,LK,1706999164
515,selfoss,63.9331,-20.9971,-4.42,71,100,4.11,IS,1706999164
516,north bend,43.4065,-124.2243,12.87,54,20,3.6,US,1706998898
517,lompoc,34.6391,-120.4579,15.43,66,100,1.34,US,1706999028
518,demre,36.2537,29.9777,10.04,77,4,0.83,TR,1706999165
519,nazca,-14.8333,-74.95,27.65,60,97,3.22,PE,1706999166
520,teknaf,20.8624,92.3058,17.77,57,4,2.94,BD,1706999166
521,la penita de jaltomba,21.0333,-105.25,27.94,65,0,3.85,MX,1706999166
522,kodinsk,58.6881,99.1844,-18.09,99,100,0.56,RU,1706999167
523,cidreira,-30.1811,-50.2056,24.39,85,1,7.13,BR,1706999167
524,alesund,62.4723,6.1549,5.97,55,40,9.26,NO,1706999167
525,borgarnes,64.5383,-21.9206,-2.97,74,100,2.41,IS,1706999168
526,villanueva de castellon,39.0774,-0.5117,12.62,77,4,0.45,ES,1706999168
527,sai buri,6.7013,101.6168,22.84,89,49,2.26,TH,1706999168
528,helena valley west central,46.6629,-112.0604,3.27,93,100,2.57,US,1706999169
529,akonolinga,3.7667,12.25,21.42,34,88,0.9,CM,1706999169
530,poso,-1.3959,120.7524,24.89,89,81,1.88,ID,1706999170
531,sinop,41.7711,34.8709,1.7,80,100,2.03,TR,1706999170
532,boonville,38.9736,-92.7432,14.89,62,100,0.45,US,1706999170
533,whitecourt,54.1502,-115.6855,-1.42,54,40,5.14,CA,1706999150
534,kill devil hills,36.0307,-75.676,6.1,74,0,4.63,US,1706999171
535,gassol,8.5333,10.4667,25.39,19,22,2.88,NG,1706999172
536,palikir - national government center,6.9248,158.1611,28.47,94,100,1.54,FM,1706999172
537,zimovniki,47.1483,42.4633,1.64,86,100,9.07,RU,1706999173
538,toktogul,41.8708,72.9402,-6.39,66,100,1.43,KG,1706999173
539,saint-francois,46.4154,3.9054,4.69,94,100,1.03,FR,1706999120
540,gao,16.6362,1.637,18.41,12,1,5.8,ML,1706999174
541,vilyuysk,63.7553,121.6247,-27.78,98,97,2.24,RU,1706999174
542,berezovyy,51.6667,135.7,-24.49,95,5,1.13,RU,1706999174
543,tazacorte,28.629,-17.9293,18.97,29,0,3.13,ES,1706999175
544,barra do garcas,-15.89,-52.2567,22.08,90,100,1.26,BR,1706999176
545,lahat,-3.8,103.5333,22.23,96,99,1.04,ID,1706999118
546,puerto madero,14.7208,-92.4215,32.11,45,0,5.14,MX,1706999177
547,zeya,53.75,127.2667,-29.17,99,6,0.99,RU,1706999178
548,tucupita,9.0622,-62.051,31.12,37,45,3.89,VE,1706999178
549,visby,57.6409,18.296,3.91,81,48,9.77,SE,1706999178
550,kilindoni,-7.9139,39.6668,27.74,78,25,4.12,TZ,1706999179
551,el calafate,-50.3408,-72.2768,12.42,44,100,3.71,AR,1706999179
552,boguchany,58.3814,97.4531,-19.52,100,100,0.89,RU,1706999179
553,dayton,39.7589,-84.1916,8.43,67,0,4.63,US,1706999180
554,sittwe,20.15,92.9,18.67,55,4,3.72,MM,1706999180
555,borodino,55.9106,94.8983,-22.03,100,100,1.04,RU,1706999180
556,amstetten,48.1229,14.8721,8.78,88,95,5.7,AT,1706999181
557,bandar-e lengeh,26.5579,54.8807,17.54,32,2,6.63,IR,1706999181
558,horasan,40.0458,42.1728,-14.92,95,63,0.53,TR,1706999182
559,princeville,45.7668,-61.2985,-1.33,96,100,6.17,CA,1706999182
560,twon-brass,4.3151,6.2418,28.06,75,15,4.11,NG,1706999182
561,quezon,7.7303,125.0989,22.11,94,64,1.62,PH,1706999183
562,mangrol,21.1167,70.1167,22.65,60,1,4.55,IN,1706999183
563,al khums,32.6486,14.2619,14.4,61,33,3.91,LY,1706999183
564,port hueneme,34.1478,-119.1951,17.15,63,20,3.09,US,1706999184
565,argo,37.6333,22.7333,7.66,77,3,1.37,GR,1706999184
